O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
43-4021.00,Correspondence Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,29.30,17,11.4267,11.4061,57.1657,N,,08/2023,Incumbent
43-4031.00,"Court, Municipal, and License Clerks",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.83,91,0.0928,1.6457,2.0146,N,,08/2022,Incumbent
43-4031.00,"Court, Municipal, and License Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,25.91,91,7.1905,14.2502,42.3983,N,,08/2022,Incumbent
43-4031.00,"Court, Municipal, and License Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,65.16,91,7.4203,49.4184,78.1680,N,,08/2022,Incumbent
43-4031.00,"Court, Municipal, and License Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,8.93,91,4.3487,3.2763,22.0986,N,,08/2022,Incumbent
43-4041.00,"Credit Authorizers, Checkers, and Clerks",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.33,,,,,N,,11/2020,Analyst - Transition
43-4051.00,Customer Service Representatives,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.00,27,0.1478,1.6951,2.3026,N,,08/2022,Incumbent
43-4051.00,Customer Service Representatives,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,16.68,27,11.7495,3.4009,53.2288,N,,08/2022,Incumbent
43-4051.00,Customer Service Representatives,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,66.76,27,13.3495,36.8348,87.3652,N,,08/2022,Incumbent
43-4051.00,Customer Service Representatives,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,16.57,27,7.7602,5.8922,38.6362,N,,08/2022,Incumbent
43-4061.00,"Eligibility Interviewers, Government Programs",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.87,27,0.0867,1.6898,2.0461,N,,08/2023,Incumbent
43-4061.00,"Eligibility Interviewers, Government Programs",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,15.88,27,9.9054,3.9515,46.4315,N,,08/2023,Incumbent
43-4061.00,"Eligibility Interviewers, Government Programs",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,81.44,27,11.6280,47.4412,95.5204,N,,08/2023,Incumbent
43-4061.00,"Eligibility Interviewers, Government Programs",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,2.68,27,2.6558,0.3379,18.2637,N,,08/2023,Incumbent
43-4071.00,File Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.27,22,0.1304,2.0000,2.5423,N,,08/2025,Incumbent
43-4071.00,File Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,3.31,22,3.4233,0.3702,24.0216,N,,08/2025,Incumbent
43-4071.00,File Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,66.26,22,13.1629,36.5945,86.9788,N,,08/2025,Incumbent
43-4071.00,File Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,30.43,22,12.6459,11.2133,60.2369,N,,08/2025,Incumbent
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.89,39,0.1638,1.5556,2.2187,N,,07/2017,Incumbent
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,32.20,39,11.0571,14.5520,56.9686,N,,07/2017,Incumbent
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,46.90,39,11.2506,26.1368,68.7882,N,,07/2017,Incumbent
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,20.91,39,8.6694,8.3806,43.3110,N,,07/2017,Incumbent
43-4111.00,"Interviewers, Except Eligibility and Loan",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.19,21,0.1868,1.8007,2.5800,N,,08/2021,Incumbent
43-4111.00,"Interviewers, Except Eligibility and Loan",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,10.60,21,7.4501,2.2482,37.9346,N,,08/2021,Incumbent
43-4111.00,"Interviewers, Except Eligibility and Loan",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,59.77,21,17.4600,24.6220,87.1063,N,,08/2021,Incumbent
43-4111.00,"Interviewers, Except Eligibility and Loan",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,29.63,21,16.4746,7.4961,68.6379,N,,08/2021,Incumbent
43-4121.00,"Library Assistants, Clerical",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.80,30,0.1859,1.4151,2.1754,N,,08/2018,Incumbent
43-4121.00,"Library Assistants, Clerical",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,38.45,30,12.5203,17.4705,64.8268,N,,08/2018,Incumbent
43-4121.00,"Library Assistants, Clerical",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,43.58,30,14.0357,19.3790,71.2873,N,,08/2018,Incumbent
43-4121.00,"Library Assistants, Clerical",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,17.97,30,10.6999,4.7290,49.1546,N,,08/2018,Incumbent
43-4131.00,Loan Interviewers and Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.35,21,0.1839,1.9709,2.7382,N,,07/2017,Incumbent
43-4131.00,Loan Interviewers and Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,2.05,21,2.0593,0.2476,15.0602,N,,07/2017,Incumbent
43-4131.00,Loan Interviewers and Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,60.43,21,18.2745,23.6739,88.2655,N,,07/2017,Incumbent
43-4131.00,Loan Interviewers and Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,37.51,21,18.2180,10.6065,75.2292,N,,07/2017,Incumbent
43-4141.00,New Accounts Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.11,16,0.1082,1.8825,2.3438,N,,08/2020,Incumbent
43-4141.00,New Accounts Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.04,16,0.0447,0.0043,0.4053,N,,08/2020,Incumbent
43-4141.00,New Accounts Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,88.60,16,10.8247,44.1803,98.7068,N,,08/2020,Incumbent
43-4141.00,New Accounts Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,11.36,16,10.8237,1.2788,55.8932,N,,08/2020,Incumbent
43-4151.00,Order Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.35,20,0.1676,2.0032,2.7048,N,,08/2023,Incumbent
43-4151.00,Order Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,20,0.0000,,,N,,08/2023,Incumbent
43-4151.00,Order Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,64.60,20,16.7609,28.2428,89.4330,N,,08/2023,Incumbent
43-4151.00,Order Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,35.40,20,16.7609,10.5670,71.7572,N,,08/2023,Incumbent
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.48,33,0.1300,2.2124,2.7421,N,,07/2017,Incumbent
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,2.51,33,1.7964,0.5766,10.2946,N,,07/2017,Incumbent
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,47.24,33,12.0513,25.0627,70.5688,N,,07/2017,Incumbent
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,50.24,33,12.4069,26.8698,73.5084,N,,07/2017,Incumbent
43-4171.00,Receptionists and Information Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.67,32,0.1450,1.3736,1.9653,N,,08/2023,Incumbent
43-4171.00,Receptionists and Information Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,34.89,32,14.5331,12.6889,66.3932,N,,08/2023,Incumbent
43-4171.00,Receptionists and Information Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,63.28,32,14.7048,32.1589,86.2333,N,,08/2023,Incumbent
43-4171.00,Receptionists and Information Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,1.83,32,1.4473,0.3610,8.7833,N,,08/2023,Incumbent
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.38,20,0.1452,1.0805,1.6882,N,,07/2013,Incumbent
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,62.73,20,14.4449,31.5957,85.9847,N,,07/2013,Incumbent
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,36.10,20,14.4746,13.1877,67.7487,N,,07/2013,Incumbent
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,1.17,20,1.2020,0.1336,9.4573,N,,07/2013,Incumbent
43-5011.00,Cargo and Freight Agents,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.41,18,0.2954,1.7877,3.0000,N,,08/2021,Incumbent
43-5011.00,Cargo and Freight Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,12.36,18,8.7129,2.5210,43.4909,N,,08/2021,Incumbent
43-5011.00,Cargo and Freight Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,34.19,18,13.0857,13.2175,63.9265,N,,08/2021,Incumbent
43-5011.00,Cargo and Freight Agents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,53.45,18,21.1163,16.0772,87.3098,Y,,08/2021,Incumbent
43-5011.01,Freight Forwarders,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.64,17,0.1978,2.2184,3.0000,N,,08/2024,Incumbent
43-5011.01,Freight Forwarders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,17,0.0000,,,N,,08/2024,Incumbent
43-5011.01,Freight Forwarders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,36.23,17,19.7802,8.4667,77.7207,Y,,08/2024,Incumbent
43-5011.01,Freight Forwarders,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,63.77,17,19.7802,22.2793,91.5333,Y,,08/2024,Incumbent
43-5021.00,Couriers and Messengers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.96,20,0.0484,1.8563,2.0590,N,,07/2016,Incumbent
43-5021.00,Couriers and Messengers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.82,20,4.9229,0.5337,32.3562,N,,07/2016,Incumbent
43-5021.00,Couriers and Messengers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,94.59,20,5.0946,68.5230,99.2924,N,,07/2016,Incumbent
43-5021.00,Couriers and Messengers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,0.59,20,0.6802,0.0524,6.2984,N,,07/2016,Incumbent
43-5031.00,Public Safety Telecommunicators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.51,24,0.1734,2.1520,2.8696,N,,08/2023,Incumbent
43-5031.00,Public Safety Telecommunicators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,24,0.0000,,,N,,08/2023,Incumbent
43-5031.00,Public Safety Telecommunicators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,48.92,24,17.3449,18.5555,80.1013,N,,08/2023,Incumbent
43-5031.00,Public Safety Telecommunicators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,51.08,24,17.3449,19.8987,81.4445,N,,08/2023,Incumbent
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.62,20,0.1910,2.2186,3.0000,N,,08/2021,Incumbent
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,13.61,20,9.2424,2.9524,44.9459,N,,08/2021,Incumbent
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,10.93,20,7.3598,2.4600,37.3875,N,,08/2021,Incumbent
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,75.46,20,11.1394,46.6091,91.5441,N,,08/2021,Incumbent
43-5041.00,"Meter Readers, Utilities",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.82,28,0.1513,1.5126,2.1336,N,,07/2016,Incumbent
43-5041.00,"Meter Readers, Utilities",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,24.88,28,14.1609,6.5402,61.0547,N,,07/2016,Incumbent
43-5041.00,"Meter Readers, Utilities",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,67.93,28,15.1138,33.7854,89.7912,N,,07/2016,Incumbent
43-5041.00,"Meter Readers, Utilities",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,7.19,28,5.3091,1.4896,28.3902,N,,07/2016,Incumbent
43-5051.00,Postal Service Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.29,34,0.1093,2.0661,2.5110,N,,07/2016,Incumbent
43-5051.00,Postal Service Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,2.63,34,1.9106,0.5885,10.9716,N,,07/2016,Incumbent
43-5051.00,Postal Service Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,65.88,34,11.2344,41.1247,84.2229,N,,07/2016,Incumbent
43-5051.00,Postal Service Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,31.49,34,10.9190,14.0982,56.2754,N,,07/2016,Incumbent
43-5052.00,Postal Service Mail Carriers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.23,45,0.1430,1.9439,2.5201,N,,07/2016,Incumbent
43-5052.00,Postal Service Mail Carriers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,20.25,45,6.6915,9.9193,36.9163,N,,07/2016,Incumbent
43-5052.00,Postal Service Mail Carriers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,36.31,45,8.7667,20.9839,55.0351,N,,07/2016,Incumbent
43-5052.00,Postal Service Mail Carriers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,43.44,45,9.7892,25.6025,63.1624,N,,07/2016,Incumbent
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.32,43,0.0890,2.1415,2.5008,N,,07/2016,Incumbent
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.69,43,4.1263,0.7581,24.0706,N,,07/2016,Incumbent
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,58.50,43,10.3944,37.2705,76.9854,N,,07/2016,Incumbent
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,36.81,43,8.7533,21.4174,55.4528,N,,07/2016,Incumbent
43-5061.00,"Production, Planning, and Expediting Clerks",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.71,25,0.1051,2.4969,2.9305,N,,08/2022,Incumbent
43-5061.00,"Production, Planning, and Expediting Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,25,0.0000,,,N,,08/2022,Incumbent
43-5061.00,"Production, Planning, and Expediting Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,28.63,25,10.5050,12.1931,53.6869,N,,08/2022,Incumbent
43-5061.00,"Production, Planning, and Expediting Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,71.37,25,10.5050,46.3131,87.8069,N,,08/2022,Incumbent
43-5071.00,"Shipping, Receiving, and Inventory Clerks",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.28,22,0.1349,2.0009,2.5621,N,,08/2019,Incumbent
43-5071.00,"Shipping, Receiving, and Inventory Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.91,22,0.9593,0.1017,7.7090,N,,08/2019,Incumbent
43-5071.00,"Shipping, Receiving, and Inventory Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,70.02,22,13.6221,37.7270,90.0075,N,,08/2019,Incumbent
43-5071.00,"Shipping, Receiving, and Inventory Clerks",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,29.06,22,13.5244,9.4780,61.5831,N,,08/2019,Incumbent
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.28,31,0.2751,1.7132,2.8370,N,,08/2018,Incumbent
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,16.08,31,11.4102,3.2948,51.8636,N,,08/2018,Incumbent
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,40.33,31,8.3810,24.9194,57.9220,N,,08/2018,Incumbent
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,43.59,31,16.8336,16.0304,75.7734,N,,08/2018,Incumbent
43-6011.00,Executive Secretaries and Executive Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.20,45,0.1115,1.9754,2.4248,N,,07/2017,Incumbent
43-6011.00,Executive Secretaries and Executive Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,6.83,45,3.6734,2.2402,19.0046,N,,07/2017,Incumbent
43-6011.00,Executive Secretaries and Executive Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,66.33,45,11.0369,42.1145,84.2076,N,,07/2017,Incumbent
43-6011.00,Executive Secretaries and Executive Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,26.84,45,10.4671,11.1366,51.7895,N,,07/2017,Incumbent
43-6012.00,Legal Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.66,22,0.1602,1.3307,1.9971,N,,08/2024,Incumbent
43-6012.00,Legal Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,35.31,22,15.8553,11.4168,69.8070,N,,08/2024,Incumbent
43-6012.00,Legal Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,62.98,22,15.8831,29.2096,87.5264,N,,08/2024,Incumbent
43-6012.00,Legal Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,1.70,22,1.7601,0.1945,13.3594,N,,08/2024,Incumbent
43-6013.00,Medical Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.67,30,0.1458,1.3710,1.9676,N,,08/2021,Incumbent
43-6013.00,Medical Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,39.46,30,10.8837,20.4275,62.3349,N,,08/2021,Incumbent
43-6013.00,Medical Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,54.15,30,10.2212,33.7222,73.2680,N,,08/2021,Incumbent
43-6013.00,Medical Secretaries and Administrative Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,6.39,30,6.3348,0.7772,37.3149,N,,08/2021,Incumbent
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.99,54,0.1900,1.6067,2.3689,N,,08/2019,Incumbent
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,25.49,54,8.3043,12.4563,45.1214,N,,08/2019,Incumbent
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,50.25,54,10.8665,29.6925,70.7174,N,,08/2019,Incumbent
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,24.27,54,13.0617,7.1518,57.1368,N,,08/2019,Incumbent
43-9021.00,Data Entry Keyers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.92,19,0.1155,1.6779,2.1630,N,,08/2018,Incumbent
43-9021.00,Data Entry Keyers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,25.61,19,11.7571,8.6051,55.7301,N,,08/2018,Incumbent
43-9021.00,Data Entry Keyers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,56.73,19,13.6952,28.8804,80.8938,N,,08/2018,Incumbent
